ncols         329
nrows         256
xllcorner     394455.34375
yllcorner     761412.75
cellsize      30
NODATA_value  -9999
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	16	16	16	16	16	16	24	24	24	24	30	30	30	30	30	33	33	33	33	33	33	33	33	33	33	30	30	30	30	34	34	34	34	34	34	34	34	33	33	33	33	33	33	33	33	30	30	30	30	30	33	33	33	33	34	34	24	24	34	34	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	3	3	3	3	3	3	3	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	3	24	24	24	3	3	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	29	29	24	24	24	24	24	24	24	19	19	19	19	19	19	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	33	24	24	24	22	22	22	22	23	23	23	23	23	23	23	23	23	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	16	16	16	16	16	16	16	16	24	24	24	30	30	30	33	33	33	33	33	33	33	33	33	33	33	30	30	30	30	30	34	34	34	34	34	16	33	33	33	33	33	33	33	33	33	30	30	30	33	33	33	33	33	9	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	3	3	3	3	3	3	3	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	3	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	29	29	24	24	24	24	24	24	24	19	19	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	22	22	22	22	22	23	31	23	24	24	24	23	19	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	31	31	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	16	16	16	16	16	16	16	16	24	24	24	30	30	30	30	33	33	30	30	30	33	33	33	33	33	30	30	30	30	30	34	34	34	34	34	16	16	33	33	33	33	33	17	17	17	30	30	30	33	33	33	33	33	9	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	3	3	3	3	3	3	3	3	3	24	31	31	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	29	29	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	29	22	22	22	22	22	22	22	22	22	22	22	23	24	24	24	24	19	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	16	16	24	24	24	24	24	24	24	24	24	30	30	30	30	30	30	30	30	33	33	33	33	33	33	33	33	33	33	30	30	34	34	34	34	16	16	16	33	16	16	16	17	17	30	30	31	33	33	33	33	33	33	9	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	33	33	33	24	24	24	3	3	3	3	3	3	3	31	31	31	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	29	29	24	24	24	24	24	24	9	9	24	24	24	24	24	9	9	24	24	24	24	24	24	24	24	24	29	29	24	22	22	22	22	22	22	24	24	24	24	24	24	24	19	19	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	23	23	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	24	24	24	24	24	24	24	24	24	24	24	24	33	33	30	30	30	33	33	33	33	33	33	33	33	33	33	33	30	30	30	34	34	34	34	16	16	16	33	16	16	17	17	17	30	30	31	33	33	33	33	9	9	9	24	24	24	24	24	24	24	32	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	33	33	33	16	24	24	3	3	3	3	3	3	3	31	31	31	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	9	9	9	9	9	9	9	9	9	9	24	24	24	24	24	24	24	24	24	29	29	24	22	22	22	22	24	24	24	24	24	24	24	24	24	19	19	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	23	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	24	24	24	24	24	16	24	24	24	24	24	24	33	33	30	30	30	33	33	33	33	33	33	33	33	33	30	30	30	30	30	34	34	34	34	34	16	16	16	16	16	16	17	17	30	30	31	33	33	33	33	24	24	9	24	24	24	24	24	24	32	32	32	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	33	33	33	33	16	24	24	3	3	3	3	3	3	3	31	31	31	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	9	9	9	9	9	9	9	9	9	24	24	24	24	24	24	24	24	24	24	24	29	24	22	22	22	24	24	24	24	24	24	24	24	24	24	24	19	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	16	16	16	16	16	16	16	24	24	24	24	24	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	30	30	30	34	34	30	30	30	16	16	16	16	16	16	17	30	30	31	33	33	33	33	24	24	24	24	24	24	24	24	32	32	32	32	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	33	33	16	33	16	24	24	3	3	3	3	3	3	31	31	31	31	31	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	9	9	9	9	9	9	9	24	24	24	24	24	24	24	24	24	24	29	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	16	16	16	16	16	24	24	24	24	24	24	24	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	30	30	30	30	30	30	30	30	30	30	16	33	33	16	16	30	30	30	31	33	33	33	33	24	24	24	24	24	24	32	32	32	32	32	32	32	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	33	33	16	16	16	16	24	24	3	3	3	3	3	3	31	31	31	31	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	8	8	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	9	9	9	18	24	24	24	24	24	24	24	24	24	24	24	29	29	24	24	24	10	10	24	24	24	24	24	24	24	24	24	24	24	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	16	16	16	16	24	24	24	24	24	24	24	24	24	24	33	33	18	18	33	33	33	33	33	33	33	33	33	30	30	30	30	30	30	30	30	34	34	16	33	33	16	33	33	30	30	30	33	33	33	33	24	24	24	24	24	32	32	32	32	32	32	32	32	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	33	33	33	16	16	16	24	24	24	24	24	24	24	24	31	31	31	31	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	8	8	8	8	8	8	24	24	24	24	24	24	24	24	24	24	24	24	18	18	18	18	18	24	24	9	9	24	24	24	24	24	24	9	29	29	24	24	24	10	10	10	10	10	24	10	10	24	24	24	24	24	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	16	16	16	16	16	24	24	24	24	24	24	24	24	18	18	18	18	18	18	33	33	33	33	33	33	33	33	33	30	30	30	30	30	34	34	34	34	34	16	33	33	33	33	33	34	34	30	33	33	33	24	24	24	24	32	32	32	32	32	32	32	32	32	32	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	34	33	33	33	16	16	33	33	24	24	24	24	24	24	31	31	31	31	31	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	18	18	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	8	8	8	8	8	8	24	24	24	24	24	24	24	24	24	24	24	24	24	18	18	18	18	18	18	9	9	9	9	9	9	9	9	9	9	29	29	24	24	24	10	10	10	10	10	10	10	10	24	24	24	24	24	
