#ID W  D   n    inf
1  1.0 0.5 0.03 0.0
2  2.0 1.0 0.03 0.0
3  3.0 1.5 0.03 0.0
4  4.0 2.0 0.03 0.0
5  6.0 3.0 0.03 0.0
6  7.0 3.5 0.03 0.0
7  1.0 0.5 0.05 0.0
8  2.0 1.0 0.05 0.0
9  3.0 1.5 0.05 0.0
10 4.0 2.0 0.05 0.0
11 6.0 3.0 0.05 0.0
12 7.0 3.5 0.05 0.0
13 1.0 0.5 0.1  0.0
14 2.0 1.0 0.1  0.0 
15 3.0 1.5 0.1  0.0
16 4.0 2.0 0.1  0.0
17 6.0 3.0 0.1  0.0
18 7.0 3.5 0.1  0.0
