    1       621.84      22.1436       0.0000    15     0.1000      300.0     0.0000 /
    2       144.85    1060.1552    1060.1537     1     0.0300      300.0     0.0000 /
    3       307.28    1060.1691    1060.1537     1     0.0300      300.0     0.0000 /
    4        42.43      26.1436      22.1436    15     0.1000      300.0     0.0000 /
    5        30.00      28.6437      22.1436    13     0.1000      300.0     0.0000 /
    6        30.00      31.6435      26.1436    13     0.1000      300.0     0.0000 /
    7       282.43    1060.2469    1060.1537     1     0.0300      300.0     0.0000 /
    8       344.56    1060.1537    1056.6530    13     0.1000      300.0     0.0000 /
    9       344.56    1064.1541    1056.6530    13     0.1000      300.0     0.0000 /
   10       784.26      88.1475      26.1436    15     0.1000      300.0     0.0000 /
   11       506.98    1056.6530     966.1511    13     0.1000      300.0     0.0000 /
   12        84.85     984.1509     966.1511    13     0.1000      300.0     0.0000 /
   13        30.00     966.1511     962.1512    13     0.1000      300.0     0.0000 /
   14       174.85     999.1519     962.1512    13     0.1000      300.0     0.0000 /
   15       114.85      95.7416      88.1475    13     0.1000      300.0     0.0000 /
   16        60.00     893.1459     874.1458    13     0.1000      300.0     0.0000 /
   17        72.43     902.1458     874.1458    13     0.1000      300.0     0.0000 /
   18       272.13     109.2731      88.1475    15     0.1000      300.0     0.0000 /
   19       392.13     233.1476     109.2731    13     0.1000      300.0     0.0000 /
   20        42.43     938.1497     928.6496    13     0.1000      300.0     0.0000 /
   21        42.43     934.1498     928.6496    13     0.1000      300.0     0.0000 /
   22       332.13    1013.1467     819.1450    13     0.1000      300.0     0.0000 /
   23       282.43     986.1438     819.1450    13     0.1000      300.0     0.0000 /
   24        72.43     928.6496     914.1498    13     0.1000      300.0     0.0000 /
   25       326.98     962.1512     914.1498    13     0.1000      300.0     0.0000 /
   26       174.85     113.1479     109.2731    15     0.1000      300.0     0.0000 /
   27       344.56     215.1475     113.1479    13     0.1000      300.0     0.0000 /
   28        30.00     132.8980     132.6481     7     0.0500      300.0     0.0000 /
   29        30.00     132.6481     132.1480    15     0.1000      300.0     0.0000 /
   30        84.85     125.1478     113.1479    15     0.1000      300.0     0.0000 /
   31        90.00     132.1480     125.1478    15     0.1000      300.0     0.0000 /
   32       289.71     880.1465     759.1451    13     0.1000      300.0     0.0000 /
   33       429.41     874.1458     759.1451    13     0.1000      300.0     0.0000 /
   34        42.43     133.1483     132.6481    15     0.1000      300.0     0.0000 /
   35       277.28     241.1485     133.1483    13     0.1000      300.0     0.0000 /
   36        42.43     142.8983     133.1483    15     0.1000      300.0     0.0000 /
   37       127.28     155.1489     142.8983    15     0.1000      300.0     0.0000 /
   38        30.00     165.1488     155.1489    13     0.1000      300.0     0.0000 /
   39       174.85     229.1485     125.1478    13     0.1000      300.0     0.0000 /
   40       332.13     914.1498     818.1504    13     0.1000      300.0     0.0000 /
   41       102.43     860.1503     818.1504    13     0.1000      300.0     0.0000 /
   42        30.00     156.1488     155.1489    15     0.1000      300.0     0.0000 /
   43        60.00     172.1490     156.1488    13     0.1000      300.0     0.0000 /
   44        30.00     157.3989     156.1488    15     0.1000      300.0     0.0000 /
   45       332.13     309.1489     113.1479    13     0.1000      300.0     0.0000 /
   46        72.43     164.1491     157.3989    15     0.1000      300.0     0.0000 /
   47       204.85     214.1482     142.8983    13     0.1000      300.0     0.0000 /
   48        30.00     166.1492     164.1491    13     0.1000      300.0     0.0000 /
   49        72.43     164.1491     157.3989    13     0.1000      300.0     0.0000 /
   50       641.54     390.1506     171.9618    13     0.1000      300.0     0.0000 /
   51        84.85     171.2742     164.1491    15     0.1000      300.0     0.0000 /
   52        30.00     171.9618     171.2742    15     0.1000      300.0     0.0000 /
   53        72.43     243.1484     214.1482    13     0.1000      300.0     0.0000 /
   54       132.43     681.1464     609.1461    13     0.1000      300.0     0.0000 /
   55       474.85     819.1450     609.1461    13     0.1000      300.0     0.0000 /
   56       674.56     575.1508     254.1487    13     0.1000      300.0     0.0000 /
   57        72.43     291.1485     254.1487    13     0.1000      300.0     0.0000 /
   58        30.00     172.1460     172.1430     1     0.0300      300.0     0.0000 /
   59       187.28     231.1485     172.1256    13     0.1000      300.0     0.0000 /
   60        60.00     172.1430     172.1256     3     0.0300      300.0     0.0000 /
   61        42.43     172.1022     171.9618     9     0.0500      300.0     0.0000 /
   62        30.00     172.1256     172.1022     3     0.0300      300.0     0.0000 /
   63        42.43     172.0552     171.2742    13     0.1000      300.0     0.0000 /
   64        42.43     172.1489     172.1430     3     0.0300      300.0     0.0000 /
   65       277.28     254.1487     172.1489    13     0.1000      300.0     0.0000 /
   66        72.43     173.1487     172.1022    13     0.1000      300.0     0.0000 /
   67       469.71     759.1451     595.1474    13     0.1000      300.0     0.0000 /
   68       132.43     612.1474     593.0846    13     0.1000      300.0     0.0000 /
   69        60.00     595.1474     593.0846    14     0.1000      300.0     0.0000 /
   70        42.43     592.6468     587.1466    13     0.1000      300.0     0.0000 /
   71       132.43     593.0846     587.1466    14     0.1000      300.0     0.0000 /
   72       102.43     600.1471     585.6466    13     0.1000      300.0     0.0000 /
   73        60.00     587.1466     585.6466    14     0.1000      300.0     0.0000 /
   74        60.00     195.1489     173.1487    13     0.1000      300.0     0.0000 /
   75       809.12     958.1473     573.1453    13     0.1000      300.0     0.0000 /
   76       204.85     609.1461     573.1453    13     0.1000      300.0     0.0000 /
   77       174.85     181.1486     172.1489    15     0.1000      300.0     0.0000 /
   78       254.56     260.1477     172.0552    13     0.1000      300.0     0.0000 /
   79       229.71     684.1484     617.1478    13     0.1000      300.0     0.0000 /
   80        30.00     617.1478     611.1478    14     0.1000      300.0     0.0000 /
   81       289.71     611.1478     595.1474    14     0.1000      300.0     0.0000 /
   82        72.43     194.6489     181.1486    13     0.1000      300.0     0.0000 /
   83        84.85     624.1482     617.1478    14     0.1000      300.0     0.0000 /
   84       102.43     573.1453     562.3874    13     0.1000      300.0     0.0000 /
   85       332.13     585.6466     562.3874    14     0.1000      300.0     0.0000 /
   86       381.84     334.1491     172.0552    13     0.1000      300.0     0.0000 /
   87       501.84     866.1466     633.1484    13     0.1000      300.0     0.0000 /
   88       102.43     633.1484     624.1482    14     0.1000      300.0     0.0000 /
   89        84.85     671.1482     642.1481    13     0.1000      300.0     0.0000 /
   90        72.43     642.1481     633.1484    13     0.1000      300.0     0.0000 /
   91       344.56     645.1434     555.1448    13     0.1000      300.0     0.0000 /
   92       114.85     562.3874     555.1448    14     0.1000      300.0     0.0000 /
   93       187.28     205.3994     181.1486    15     0.1000      300.0     0.0000 /
   94        42.43     555.1448     552.1448    14     0.1000      300.0     0.0000 /
   95        30.00     554.1449     552.1448    13     0.1000      300.0     0.0000 /
   96       496.69     376.1503     172.0552    13     0.1000      300.0     0.0000 /
   97        84.85     654.8981     642.1481    13     0.1000      300.0     0.0000 /
   98       132.43     687.1479     654.8981    13     0.1000      300.0     0.0000 /
   99       204.85     696.1474     611.1478    13     0.1000      300.0     0.0000 /
  100       973.68     654.1450     132.1480    13     0.1000      300.0     0.0000 /
  101        42.43     659.1479     654.8981    13     0.1000      300.0     0.0000 /
  102       384.85     824.1497     684.1479    13     0.1000      300.0     0.0000 /
  103       492.43     859.1465     684.1479    13     0.1000      300.0     0.0000 /
  104       713.97     591.1456     214.1482    13     0.1000      300.0     0.0000 /
  105       114.85     675.1481     659.1479    13     0.1000      300.0     0.0000 /
  106       187.28     721.1476     675.1481    13     0.1000      300.0     0.0000 /
  107        60.00     674.6478     659.1479    13     0.1000      300.0     0.0000 /
  108       114.85     548.6452     536.1458    13     0.1000      300.0     0.0000 /
  109       229.71     552.1448     536.1458    14     0.1000      300.0     0.0000 /
  110        42.43     684.1480     675.1481    13     0.1000      300.0     0.0000 /
  111       294.85     780.1492     684.1480    13     0.1000      300.0     0.0000 /
  112       252.43     718.1493     624.1482    13     0.1000      300.0     0.0000 /
  113       102.43     487.1503     435.1505    13     0.1000      300.0     0.0000 /
  114       761.54     833.1482     435.1505    13     0.1000      300.0     0.0000 /
  115        84.85     849.1492     806.8993    13     0.1000      300.0     0.0000 /
  116        30.00     819.1492     806.8993    13     0.1000      300.0     0.0000 /
  117       289.71     213.6183     205.3994    15     0.1000      300.0     0.0000 /
  118        42.43     806.8993     786.1494    13     0.1000      300.0     0.0000 /
  119        30.00     786.1494     777.1494    13     0.1000      300.0     0.0000 /
  120       337.28     777.1494     684.1480    13     0.1000      300.0     0.0000 /
  121       157.28     703.1485     675.1481    13     0.1000      300.0     0.0000 /
  122       653.97     534.1478     214.0558    13     0.1000      300.0     0.0000 /
  123       526.69     473.1506     214.0558    13     0.1000      300.0     0.0000 /
  124        72.43     214.0558     213.6183     9     0.0500      300.0     0.0000 /
  125        72.43     824.1493     786.1494    13     0.1000      300.0     0.0000 /
  126        42.43     713.1484     703.1485    13     0.1000      300.0     0.0000 /
  127        42.43     216.6497     214.0558    13     0.1000      300.0     0.0000 /
  128       169.71     275.1490     216.6497    13     0.1000      300.0     0.0000 /
  129       162.43     248.1502     213.6183    13     0.1000      300.0     0.0000 /
  130        42.43     217.6497     216.6497    13     0.1000      300.0     0.0000 /
  131        72.43     217.1499     214.0558    15     0.1000      300.0     0.0000 /
  132        90.00     736.1488     703.1485    13     0.1000      300.0     0.0000 /
  133       199.71     770.1457     695.1462    13     0.1000      300.0     0.0000 /
  134       132.43     749.1458     695.1462    13     0.1000      300.0     0.0000 /
  135       289.71     331.1509     248.1502    13     0.1000      300.0     0.0000 /
  136       614.56     716.1415     497.1436    13     0.1000      300.0     0.0000 /
  137       471.84     536.1458     497.1436    14     0.1000      300.0     0.0000 /
  138       144.85     231.1499     217.1499    15     0.1000      300.0     0.0000 /
  139        42.43     351.1507     331.1509    13     0.1000      300.0     0.0000 /
  140       187.28     258.1490     217.1499    13     0.1000      300.0     0.0000 /
  141       441.84     435.1505     235.4310    13     0.1000      300.0     0.0000 /
  142        84.85     233.2746     231.1499    15     0.1000      300.0     0.0000 /
  143        60.00     235.4310     233.2746    15     0.1000      300.0     0.0000 /
  144        30.00     238.1495     237.6494    13     0.1000      300.0     0.0000 /
  145        72.43     237.6494     235.4310    15     0.1000      300.0     0.0000 /
  146       319.71     829.1472     713.1484    13     0.1000      300.0     0.0000 /
  147        42.43     238.6494     237.6494    15     0.1000      300.0     0.0000 /
  148       162.43     279.1488     238.6494    13     0.1000      300.0     0.0000 /
  149      1468.23     873.1439     173.1487    13     0.1000      300.0     0.0000 /
  150       416.98     403.1518     248.1502    13     0.1000      300.0     0.0000 /
  151       234.85    1032.1471     939.1477    13     0.1000      300.0     0.0000 /
  152       514.26     939.1477     777.1494    13     0.1000      300.0     0.0000 /
  153        60.00     239.1492     238.6494     9     0.0500      300.0     0.0000 /
  154        42.43     610.1478     588.1479    13     0.1000      300.0     0.0000 /
  155       270.00     748.1472     588.1479    13     0.1000      300.0     0.0000 /
  156        42.43     244.3367     239.1492    15     0.1000      300.0     0.0000 /
  157       471.84     449.1472     244.3367    13     0.1000      300.0     0.0000 /
  158        84.85     955.1475     939.1477    13     0.1000      300.0     0.0000 /
  159       701.54     944.1455     713.1484    13     0.1000      300.0     0.0000 /
  160        42.43     244.4928     244.3367     9     0.0500      300.0     0.0000 /
  161        30.00     249.1490     245.1491    13     0.1000      300.0     0.0000 /
  162       581.54     572.1509     245.1491    13     0.1000      300.0     0.0000 /
  163        60.00     245.1491     244.8209     7     0.0500      300.0     0.0000 /
  164        72.43     244.8209     244.4928     9     0.0500      300.0     0.0000 /
  165      1400.95     852.1501     205.3994    13     0.1000      300.0     0.0000 /
  166       264.85     296.9002     233.2746    14     0.1000      300.0     0.0000 /
  167       616.69     637.1527     331.1509    13     0.1000      300.0     0.0000 /
  168       312.43     502.1466     401.1454    13     0.1000      300.0     0.0000 /
  169       416.98     497.1436     401.1454    14     0.1000      300.0     0.0000 /
  170       776.98     684.1479     402.6463    13     0.1000      300.0     0.0000 /
  171      1359.41     818.1504     402.6463    13     0.1000      300.0     0.0000 /
  172        42.43     662.1529     637.1527    13     0.1000      300.0     0.0000 /
  173       529.71     777.1504     534.1479    13     0.1000      300.0     0.0000 /
  174       150.00     588.1479     534.1479    13     0.1000      300.0     0.0000 /
  175       144.85     245.0469     244.8209     3     0.0300      300.0     0.0000 /
  176       496.69     442.1490     231.1499    13     0.1000      300.0     0.0000 /
  177       157.28     733.1528     637.1527    13     0.1000      300.0     0.0000 /
  178        72.43     246.6497     245.0469    13     0.1000      300.0     0.0000 /
  179       332.13     315.6492     239.1492    13     0.1000      300.0     0.0000 /
  180       132.43     861.1529     774.1527    13     0.1000      300.0     0.0000 /
  181        72.43     774.1527     733.1528    13     0.1000      300.0     0.0000 /
  182       120.00     401.1454     398.5210    14     0.1000      300.0     0.0000 /
  183       127.28     248.1499     245.0469    15     0.1000      300.0     0.0000 /
  184       888.82     694.1522     248.1499    13     0.1000      300.0     0.0000 /
  185        42.43     804.1528     774.1527    13     0.1000      300.0     0.0000 /
  186       222.43     416.1447     393.1458    13     0.1000      300.0     0.0000 /
  187       132.43     398.5210     393.1458    14     0.1000      300.0     0.0000 /
  188       489.41     545.1467     368.1462    13     0.1000      300.0     0.0000 /
  189      1296.40     839.1528     368.1462    13     0.1000      300.0     0.0000 /
  190       242.13     402.6463     378.1474    13     0.1000      300.0     0.0000 /
  191       402.43     393.1458     378.1474    14     0.1000      300.0     0.0000 /
  192        84.85     251.6501     248.1499    15     0.1000      300.0     0.0000 /
  193        84.85     283.1503     252.1188    13     0.1000      300.0     0.0000 /
  194        72.43     252.0876     251.6501     9     0.0500      300.0     0.0000 /
  195        30.00     252.1188     252.0876     3     0.0300      300.0     0.0000 /
  196        42.43     252.0252     251.6501     7     0.0500      300.0     0.0000 /
  197       319.71     415.5197     398.5210    14     0.1000      300.0     0.0000 /
  198       284.56     468.1460     415.5197    13     0.1000      300.0     0.0000 /
  199        42.43     252.1502     252.1188     3     0.0300      300.0     0.0000 /
  200       356.98     459.1498     296.9002    14     0.1000      300.0     0.0000 /
  201       314.56     932.1519     733.1528    13     0.1000      300.0     0.0000 /
  202        42.43     416.1447     415.5197    14     0.1000      300.0     0.0000 /
  203        30.00     422.1447     416.1447    13     0.1000      300.0     0.0000 /
  204       174.85     368.1462     356.1461    13     0.1000      300.0     0.0000 /
  205       397.28     378.1474     356.1461    14     0.1000      300.0     0.0000 /
  206       951.84     758.1484     324.1485    13     0.1000      300.0     0.0000 /
  207       953.97     773.1439     324.1485    13     0.1000      300.0     0.0000 /
  208        30.00     253.1501     252.1502    13     0.1000      300.0     0.0000 /
  209       162.43     290.1502     248.1499    13     0.1000      300.0     0.0000 /
  210       501.84     541.1496     296.9002    13     0.1000      300.0     0.0000 /
  211        84.85     424.1446     416.1447    14     0.1000      300.0     0.0000 /
  212       157.28     439.1443     424.1446    13     0.1000      300.0     0.0000 /
  213       114.85     356.1461     351.1465    14     0.1000      300.0     0.0000 /
