       1        0.0       23.6        0.0       10.0 /
       2        0.0     1060.7        0.0       10.0 /
       3        0.0     1060.7        0.0       10.0 /
       4        0.0       27.6        0.0       10.0 /
       5        0.0       29.1        0.0       10.0 /
       6        0.0       32.1        0.0       10.0 /
       7        0.0     1060.7        0.0       10.0 /
       8        0.0     1060.7        0.0       10.0 /
       9        0.0     1064.7        0.0       10.0 /
      10        0.0       89.6        0.0       10.0 /
      11        0.0     1057.2        0.0       10.0 /
      12        0.0      984.7        0.0       10.0 /
      13        0.0      966.7        0.0       10.0 /
      14        0.0      999.7        0.0       10.0 /
      15        0.0       96.2        0.0       10.0 /
      16        0.0      893.6        0.0       10.0 /
      17        0.0      902.6        0.0       10.0 /
      18        0.0      110.8        0.0       10.0 /
      19        0.0      233.6        0.0       10.0 /
      20        0.0      938.6        0.0       10.0 /
      21        0.0      934.6        0.0       10.0 /
      22        0.0     1013.6        0.0       10.0 /
      23        0.0      986.6        0.0       10.0 /
      24        0.0      929.1        0.0       10.0 /
      25        0.0      962.7        0.0       10.0 /
      26        0.0      114.6        0.0       10.0 /
      27        0.0      215.6        0.0       10.0 /
      28        0.0      133.4        0.0       10.0 /
      29        0.0      134.1        0.0       10.0 /
      30        0.0      126.6        0.0       10.0 /
      31        0.0      133.6        0.0       10.0 /
      32        0.0      880.6        0.0       10.0 /
      33        0.0      874.6        0.0       10.0 /
      34        0.0      134.6        0.0       10.0 /
      35        0.0      241.6        0.0       10.0 /
      36        0.0      144.4        0.0       10.0 /
      37        0.0      156.6        0.0       10.0 /
      38        0.0      165.6        0.0       10.0 /
      39        0.0      229.6        0.0       10.0 /
      40        0.0      914.6        0.0       10.0 /
      41        0.0      860.7        0.0       10.0 /
      42        0.0      157.6        0.0       10.0 /
      43        0.0      172.6        0.0       10.0 /
      44        0.0      158.9        0.0       10.0 /
      45        0.0      309.6        0.0       10.0 /
      46        0.0      165.6        0.0       10.0 /
      47        0.0      214.6        0.0       10.0 /
      48        0.0      166.6        0.0       10.0 /
      49        0.0      164.6        0.0       10.0 /
      50        0.0      390.7        0.0       10.0 /
      51        0.0      172.8        0.0       10.0 /
      52        0.0      173.5        0.0       10.0 /
      53        0.0      243.6        0.0       10.0 /
      54        0.0      681.6        0.0       10.0 /
      55        0.0      819.6        0.0       10.0 /
      56        0.0      575.7        0.0       10.0 /
      57        0.0      291.6        0.0       10.0 /
      58        0.0      172.6        0.0       10.0 /
      59        0.0      231.6        0.0       10.0 /
      60        0.0      173.6        0.0       10.0 /
      61        0.0      173.6        0.0       10.0 /
      62        0.0      173.6        0.0       10.0 /
      63        0.0      172.6        0.0       10.0 /
      64        0.0      173.6        0.0       10.0 /
      65        0.0      254.6        0.0       10.0 /
      66        0.0      173.6        0.0       10.0 /
      67        0.0      759.6        0.0       10.0 /
      68        0.0      612.6        0.0       10.0 /
      69        0.0      596.1        0.0       10.0 /
      70        0.0      593.1        0.0       10.0 /
      71        0.0      594.1        0.0       10.0 /
      72        0.0      600.6        0.0       10.0 /
      73        0.0      588.1        0.0       10.0 /
      74        0.0      195.6        0.0       10.0 /
      75        0.0      958.6        0.0       10.0 /
      76        0.0      609.6        0.0       10.0 /
      77        0.0      182.6        0.0       10.0 /
      78        0.0      260.6        0.0       10.0 /
      79        0.0      684.6        0.0       10.0 /
      80        0.0      618.1        0.0       10.0 /
      81        0.0      612.1        0.0       10.0 /
      82        0.0      195.1        0.0       10.0 /
      83        0.0      625.1        0.0       10.0 /
      84        0.0      573.6        0.0       10.0 /
      85        0.0      586.6        0.0       10.0 /
      86        0.0      334.6        0.0       10.0 /
      87        0.0      866.6        0.0       10.0 /
      88        0.0      634.1        0.0       10.0 /
      89        0.0      671.6        0.0       10.0 /
      90        0.0      642.6        0.0       10.0 /
      91        0.0      645.6        0.0       10.0 /
      92        0.0      563.4        0.0       10.0 /
      93        0.0      206.9        0.0       10.0 /
      94        0.0      556.1        0.0       10.0 /
      95        0.0      554.6        0.0       10.0 /
      96        0.0      376.7        0.0       10.0 /
      97        0.0      655.4        0.0       10.0 /
      98        0.0      687.6        0.0       10.0 /
      99        0.0      696.6        0.0       10.0 /
     100        0.0      654.6        0.0       10.0 /
     101        0.0      659.6        0.0       10.0 /
     102        0.0      824.6        0.0       10.0 /
     103        0.0      859.6        0.0       10.0 /
     104        0.0      591.6        0.0       10.0 /
     105        0.0      675.6        0.0       10.0 /
     106        0.0      721.6        0.0       10.0 /
     107        0.0      675.1        0.0       10.0 /
     108        0.0      549.1        0.0       10.0 /
     109        0.0      553.1        0.0       10.0 /
     110        0.0      684.6        0.0       10.0 /
     111        0.0      780.6        0.0       10.0 /
     112        0.0      718.6        0.0       10.0 /
     113        0.0      487.7        0.0       10.0 /
     114        0.0      833.6        0.0       10.0 /
     115        0.0      849.6        0.0       10.0 /
     116        0.0      819.6        0.0       10.0 /
     117        0.0      215.1        0.0       10.0 /
     118        0.0      807.4        0.0       10.0 /
     119        0.0      786.6        0.0       10.0 /
     120        0.0      777.6        0.0       10.0 /
     121        0.0      703.6        0.0       10.0 /
     122        0.0      534.6        0.0       10.0 /
     123        0.0      473.7        0.0       10.0 /
     124        0.0      215.6        0.0       10.0 /
     125        0.0      824.6        0.0       10.0 /
     126        0.0      713.6        0.0       10.0 /
     127        0.0      217.1        0.0       10.0 /
     128        0.0      275.6        0.0       10.0 /
     129        0.0      248.7        0.0       10.0 /
     130        0.0      218.1        0.0       10.0 /
     131        0.0      218.6        0.0       10.0 /
     132        0.0      736.6        0.0       10.0 /
     133        0.0      770.6        0.0       10.0 /
     134        0.0      749.6        0.0       10.0 /
     135        0.0      331.7        0.0       10.0 /
     136        0.0      716.6        0.0       10.0 /
     137        0.0      537.1        0.0       10.0 /
     138        0.0      232.6        0.0       10.0 /
     139        0.0      351.7        0.0       10.0 /
     140        0.0      258.6        0.0       10.0 /
     141        0.0      435.7        0.0       10.0 /
     142        0.0      234.8        0.0       10.0 /
     143        0.0      236.9        0.0       10.0 /
     144        0.0      238.6        0.0       10.0 /
     145        0.0      239.1        0.0       10.0 /
     146        0.0      829.6        0.0       10.0 /
     147        0.0      240.1        0.0       10.0 /
     148        0.0      279.6        0.0       10.0 /
     149        0.0      873.6        0.0       10.0 /
     150        0.0      403.7        0.0       10.0 /
     151        0.0     1032.6        0.0       10.0 /
     152        0.0      939.6        0.0       10.0 /
     153        0.0      240.6        0.0       10.0 /
     154        0.0      610.6        0.0       10.0 /
     155        0.0      748.6        0.0       10.0 /
     156        0.0      245.8        0.0       10.0 /
     157        0.0      449.6        0.0       10.0 /
     158        0.0      955.6        0.0       10.0 /
     159        0.0      944.6        0.0       10.0 /
     160        0.0      246.0        0.0       10.0 /
     161        0.0      249.6        0.0       10.0 /
     162        0.0      572.7        0.0       10.0 /
     163        0.0      245.6        0.0       10.0 /
     164        0.0      246.3        0.0       10.0 /
     165        0.0      852.7        0.0       10.0 /
     166        0.0      297.9        0.0       10.0 /
     167        0.0      637.7        0.0       10.0 /
     168        0.0      502.6        0.0       10.0 /
     169        0.0      498.1        0.0       10.0 /
     170        0.0      684.6        0.0       10.0 /
     171        0.0      818.7        0.0       10.0 /
     172        0.0      662.7        0.0       10.0 /
     173        0.0      777.7        0.0       10.0 /
     174        0.0      588.6        0.0       10.0 /
     175        0.0      246.5        0.0       10.0 /
     176        0.0      442.6        0.0       10.0 /
     177        0.0      733.7        0.0       10.0 /
